,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108
Gene652,0.2367534,-0.116136,0.3590709,-0.256279,-1.047553,-0.238120,0.7751671,0.0610879,0.7490706,-0.679012,0.0213225,0.1033609,-0.453281,-0.808817,1.8497782,0.4293442,-1.313837,-0.352636,-0.170288,-0.168024,0.3345314,-1.305526,0.2181347,0.9780782,-0.413655,-0.596197,0.6845816,-0.800589,0.3880208,-0.720377,0.3804661,-0.922315,-0.426522,-0.349342,0.8654648,0.4514027,-0.193281,-0.757025,-0.299109,0.2681995,-0.138674,-1.575752,-0.212784,-0.521920,-0.082725,-0.145661,1.4842219,0.5380677,0.8424499,0.1644679,0.6581967,-0.227716,0.8330203,0.4437042,-0.075322,0.1167159,-0.740214,-0.026341,0.5351000,-0.863340,0.3278337,-0.305901,-0.606240,0.7341442,0.3718063,-1.316128,-0.218551,-0.743339,-0.540895,-0.063246,-0.627729,-0.077736,-0.248190,0.7956644,0.0714545,1.4115438,0.3665609,0.2756533,-0.645561,-0.707824,0.9704942,-1.275482,-0.861127,0.5343045,0.4778842,0.2884841,-0.925570,0.4649818,-0.174384,0.8133549,0.9276547,1.2363876,0.3353684,0.0391379,-1.176606,-0.346995,0.8199294,0.4911786,-0.441136,0.0345686,-0.130061,-0.016873,0.7175146,-0.183289,0.4089557,-0.102901,0.8100952,0.5524851,-0.313062
Gene653,-0.912348,0.4323272,-0.137237,0.4211249,-2.199921,-1.859997,0.1086566,0.4048723,-0.180470,-1.509690,-0.356336,0.5712774,0.6874339,0.3852194,-0.486488,-0.910681,2.1629776,0.9723928,-0.070869,1.3010072,0.2177505,-1.936011,1.9250327,-0.020814,0.0694752,-1.014351,0.7400188,0.1050223,0.7450060,-0.817028,-0.568245,-0.196524,-0.940381,-1.529984,-1.310333,-0.067710,0.0652539,-2.765680,-1.159492,0.3552824,-0.188309,0.8270471,-0.086577,-0.464141,-1.306546,0.7828604,-0.238068,1.3708277,-0.701173,0.4390458,0.9590313,1.5247248,-0.524197,-1.574889,-0.449168,0.0703206,0.0204807,1.1486531,0.8709178,-0.927776,-1.047354,-0.151860,0.9790274,-0.155739,-0.708618,-0.601508,1.2892949,-0.496336,1.4222207,-0.848884,0.5849912,0.5760493,1.2467824,0.1429949,-0.617050,-1.080028,1.1805613,-0.157893,0.0102947,0.2024869,-0.150232,2.0546397,-0.005846,1.0464529,-1.477055,-1.168981,-1.288578,0.4081205,1.9474265,0.6562048,-0.811211,0.0473784,-0.352217,0.0074661,1.1612711,0.4680177,-0.067281,1.5799625,1.3557277,0.5001139,0.3963789,-0.425478,0.6933858,0.9890404,-0.866935,-0.724635,0.3092038,-0.173965,-0.150391
Gene654,-0.804307,-1.465747,-0.706184,0.0784733,-1.980069,-1.184374,0.9767039,0.7803241,-0.689918,-2.064025,-0.219029,1.2021251,-0.851192,-0.549740,1.6597340,-0.967848,0.3179179,0.3620406,1.0545731,1.2356725,0.2163175,-1.662902,-0.194885,1.9459962,-0.354539,1.1611615,1.3387189,1.7690753,1.3556398,-0.262872,-0.457367,0.3601635,0.3241521,-0.776513,1.1841416,0.5886300,0.7881563,-1.644796,1.0786198,-0.687601,0.2443882,0.6824955,0.9725500,0.2308459,-0.249645,0.1417682,2.2288990,-0.203855,-1.105683,0.3773983,0.0221776,0.4514834,1.2524000,0.1033291,1.2041796,-1.664472,-0.562133,-1.024656,-0.857175,-0.269352,-0.329244,-1.590547,-0.021019,-0.792974,-0.161419,-1.343603,-0.078049,-0.805796,0.4402791,1.0263863,1.0658549,0.0746975,0.0698819,0.6914854,1.3340451,-0.489916,0.0926129,-1.754636,-0.728430,0.0319947,0.2552809,0.1165373,-0.856831,0.1536148,1.5108468,-0.929665,-0.553593,-0.592705,1.0892965,-0.173751,0.1723272,1.4218381,-0.882150,-0.004654,0.1314297,-0.558441,-0.558334,0.2145943,-0.869358,1.3687642,-0.640289,-0.134511,1.4980692,0.0011445,0.4990984,-1.582791,-0.031039,-1.306135,0.2804536
Gene655,0.5878266,0.7949120,-0.426805,1.3079136,2.3926101,1.0011906,0.5338944,-0.621966,0.8793988,1.0937226,-0.537143,1.0102269,-0.872749,0.3771239,1.0707028,-0.556772,-0.058067,0.5355230,-0.638335,-1.009038,-1.237240,1.3115625,-0.006309,-0.654959,-0.227789,-0.080518,-0.698106,-0.181746,-0.219066,-0.621999,-3.231136,-0.108515,-0.517184,-1.592363,-0.310798,-1.947892,0.1963948,0.2677854,1.3807728,0.4747417,-0.000239,-0.043312,-0.677099,0.1701874,1.4348819,1.0154209,-0.357756,0.1586098,0.9951856,-0.165469,-0.611100,-0.347671,0.5621991,-0.471152,1.1473205,-0.516723,0.7414763,-0.720190,0.7503167,1.0390817,1.2611937,0.5172856,0.1560131,-0.187124,0.8928325,-0.561295,0.7297179,0.0876545,-1.702017,-0.123127,0.1277484,-0.840924,-1.078443,-1.648696,1.0642975,-0.594814,-2.178520,-1.516321,0.3682772,0.6978676,-0.028020,-1.035036,0.3108211,0.5520542,-0.287846,1.4637377,0.0038308,0.2189826,-1.082370,0.6061563,0.7721168,1.0168060,-1.471919,0.8124663,0.9556861,-0.333487,-0.209114,-1.659891,-0.119490,-1.378158,-1.557940,1.9444212,1.1037894,0.3948925,-1.206072,0.1534985,1.3328381,-0.532730,0.8246170
Gene656,0.2749444,0.1386721,0.7748618,0.3768602,0.4711644,-0.089329,-0.548519,0.8410064,-0.937943,-0.852576,0.4332832,0.1127767,-1.842811,-0.185486,-0.417278,-0.121910,-1.010986,0.7445549,1.0226252,-0.199939,0.2226635,0.0116686,-0.419639,-0.165957,0.1128033,0.6001179,0.1513837,0.1621253,0.5993100,0.2685650,-0.456078,1.2943562,0.0984721,0.2806625,0.5970038,0.6055044,0.3406674,-0.259568,0.1123719,-0.291202,-0.246098,-0.633530,0.1639051,-0.278499,0.7590455,0.0816786,0.1773427,-0.768259,0.8572614,0.1815646,0.6762317,0.2552349,0.0959436,0.5486231,0.0741487,0.7287103,-0.477859,-1.100896,-0.449870,-1.902602,0.0803808,0.1505850,-1.045849,0.9406965,-0.936958,0.7610230,0.5885183,-0.093408,0.3668913,-0.524404,-0.175964,1.0624343,-0.404278,-0.030090,-0.118526,-0.808169,-0.076387,1.1126440,-0.244577,-0.670061,0.8681286,-0.144300,0.6514364,-0.381370,0.0242624,0.8927538,-0.287809,0.3692161,-0.357116,-0.775315,-0.231148,-0.169673,-0.175817,0.0102623,0.0135808,-0.170397,1.2740753,-0.297443,-0.510816,0.4934276,-0.194542,-0.075749,0.4178970,-2.491115,-0.280896,-0.049260,-0.326478,0.1513266,0.2271185
Gene657,0.2684222,-0.351167,1.1241014,-1.109362,-1.160930,0.6304556,0.3806435,0.2716144,0.9322184,-0.015966,-0.152523,-0.907088,-0.108671,-2.292583,0.3491007,0.1494604,-2.018146,0.5591605,-0.929960,-1.706739,0.6724828,0.5776583,-1.095218,0.3218030,-0.584556,-0.121367,0.2298109,-0.684349,-0.347077,-0.928910,1.2039820,-0.315143,-0.229942,0.7368293,-0.605623,-0.222281,0.6035208,0.9030796,0.0150113,-0.049554,-0.186086,-0.324811,0.4803085,-0.793221,0.2058494,0.1107625,-0.531294,-0.624747,0.1755849,-0.501386,-0.184781,-0.575870,0.4259021,0.0607816,0.2522801,-0.461767,0.6556881,-0.862970,1.0110071,-0.120889,-0.017805,-0.342886,-0.108514,-0.544350,1.7769938,0.8811650,-0.229685,0.4358765,-1.298069,0.9741859,0.5901996,0.5728543,0.2830325,0.6128387,0.1632872,0.2093946,0.0599215,0.4814760,-0.765630,-0.332257,-0.000219,-0.297571,-0.311059,0.1762555,0.1724536,1.2262752,0.8780542,-0.217908,-2.058085,0.7811320,0.3716448,0.9948489,1.5048325,-0.022383,0.3368711,1.3321855,-0.670423,-0.273044,-0.478226,0.5444489,-1.366690,-0.237755,0.4341602,1.6616456,0.4088517,0.4243277,-1.455510,0.1465454,0.3897916
Gene658,0.0597093,-0.108725,0.4285782,0.7948646,0.0856849,0.6050560,-1.068800,0.5384306,-0.944132,1.3237964,-1.269780,-0.904471,0.0222200,0.9197933,-0.709015,0.3131843,-1.636440,-0.250199,0.7874570,-0.446027,1.2637634,1.2708238,-0.798429,0.3870318,-0.544540,0.5711003,-0.411846,0.2808279,0.1961061,-0.131679,1.3640074,0.8380692,1.0687870,0.4531981,0.3431965,0.1630423,1.1519895,1.2623741,-1.417587,-0.363726,-0.606312,0.1745240,1.2005746,0.7422668,-0.856593,0.1767630,-0.770735,0.4587392,0.1897446,0.1160407,-1.033668,-0.395661,-0.403555,-0.572194,1.5918865,-0.418851,0.8467729,-0.477306,-0.109732,-1.019458,-0.555769,0.8517640,0.3688575,-1.003651,1.4726889,2.6078270,0.8813716,0.3007008,2.2507232,0.2661256,1.6689370,0.0077265,-0.470752,-0.769833,-1.428566,-1.033955,-1.523561,1.3886253,-0.447493,-0.127817,-1.224009,-0.865554,0.0857951,-1.861619,-0.342101,2.2456777,-0.355335,-0.256788,-1.072919,-0.655596,0.0452046,-0.267566,-0.441287,-0.327758,-0.157483,-0.470731,-0.033389,-0.235803,0.3095257,-0.566002,-0.641568,-0.853699,-1.525338,-0.011554,0.7400973,0.3772230,-0.846217,0.0674732,0.1164511
Gene659,-1.298886,-0.673092,0.8562389,-0.287563,0.5690533,-0.413388,-0.446586,-1.099553,0.1497273,0.4076352,-0.856733,-1.731713,-0.654799,0.0456266,-0.566043,-0.372009,1.2124349,0.1416189,0.8029478,0.0388726,1.8973445,-0.303109,0.4610599,-0.171824,-0.261334,-0.013582,0.2609439,0.4660664,2.0772701,1.5663807,2.2383575,1.3095906,-1.204444,1.5582499,-0.623521,2.9516233,0.3075149,0.4984258,0.0003891,1.0658113,0.8226839,0.3676419,0.4757431,0.3414709,0.5978626,-1.674566,0.8732353,0.0875762,0.3240235,0.2795231,0.5477974,0.3727078,0.2310690,3.1914513,-1.274315,0.1583925,-1.022240,0.0160544,-1.034795,-0.818446,0.7353774,0.1585562,-1.793971,-0.202550,-1.787296,-0.261589,-0.403690,-1.338933,-0.853755,-1.155103,-2.691622,-0.311605,0.8333944,-0.399448,-1.287602,1.0675194,0.2628060,-0.223827,0.4374518,-0.554468,-0.253659,0.6377945,-0.798137,-0.211972,1.0556054,-1.530712,-1.020025,-1.366793,-0.824670,0.6848971,1.7638070,-0.701038,0.4275204,-0.294661,-1.188148,-0.350848,0.8452835,0.2436652,1.3212668,1.2414677,0.3660303,-0.780603,-0.739064,-0.783988,-0.431265,0.2137573,0.1717782,-0.139627,-0.555158
Gene660,0.1134516,-0.729427,-1.010727,-0.674989,-0.689077,-0.784725,0.4716485,0.1847031,-0.690770,-0.792064,0.1702671,0.1825876,1.4556890,-0.353404,0.0930056,0.8926125,-0.016268,0.3935186,1.5658352,-0.146887,0.6250201,-1.498130,-0.322943,0.1218996,-0.262862,-0.488817,0.2420614,0.0417420,1.4743613,1.2496397,-0.093935,1.0806145,-0.311827,1.1545843,1.0066750,0.6574484,-0.134924,0.9208589,-0.638343,-0.180482,0.5314440,-0.477403,0.1820659,-0.676515,-0.165996,0.4147866,0.7548697,-0.417706,-0.272476,-0.572673,0.1734473,-0.350682,0.0603557,1.9628631,-0.066099,0.0665518,-0.806772,0.0583851,0.2250319,-0.418526,0.6811662,-0.769686,-1.144374,1.8894464,-0.171686,-0.449664,-0.900066,0.2093622,-1.315337,-0.221267,-1.934925,-0.966731,-0.663947,0.5412862,0.1260305,0.5761917,-0.807366,0.4844376,0.3117933,-0.776380,0.8665594,0.4808461,-0.491432,1.0046749,0.6915535,-1.194985,-0.071401,-0.883765,-0.119935,0.7748055,0.7707376,0.1373248,0.2958474,0.0396778,-0.451647,-0.702817,-0.152551,-0.286689,-0.882832,1.3107023,0.7454645,-0.685134,0.7629422,-0.360635,-0.835592,0.1864644,-0.218396,0.2166586,-0.127285
Gene661,1.0052071,0.4387590,0.6677152,-0.562533,1.5590796,1.6342727,0.9050739,-0.616809,-1.002286,0.4400621,0.2772043,0.1688815,-0.319623,-1.112996,0.2062876,-0.930648,-0.668553,0.8256056,-1.317691,-1.501176,-3.322424,0.8063525,-0.653792,0.0981241,-0.413324,0.2096395,-0.378943,0.3220978,-0.958505,-0.811312,-2.540303,-0.809896,0.0938020,0.4868182,-0.596032,-1.757579,0.5287764,2.2348452,0.9974469,1.7113041,-0.427288,-0.648975,-1.235624,-1.023253,2.1430455,-0.002135,-1.168145,-1.368204,0.4061556,-0.550592,0.5833117,-1.755885,2.0255147,-0.075923,-1.491663,0.1949197,0.7401415,-0.905720,0.3526027,1.4634105,1.9324548,-0.776555,-0.110645,1.2170349,0.7883162,0.2278504,-0.027346,1.1026460,-0.995217,1.4324675,-0.456913,0.4760017,1.4309514,-0.639498,0.2629719,-0.813438,-1.535815,-0.515686,0.4976815,1.4255433,1.4229983,0.4063560,0.5612043,0.2478216,-0.101638,0.0279400,1.6986076,0.0512864,-0.893844,0.2961090,-0.762189,0.1979862,-0.383414,-0.492930,0.6480943,-0.082261,-1.081496,-1.067542,0.0774298,-0.807958,-1.006517,1.3653810,-0.357372,-0.339854,0.2359667,1.5050084,0.9657586,-1.074341,1.2220010
Gene662,0.3360830,0.2197851,0.7552162,0.8120445,-0.156308,-0.105393,-0.118615,-0.302366,0.6691222,1.1174055,0.0074448,-0.513421,0.4390913,0.3997089,-0.882436,0.6267759,-2.125504,-0.772283,-0.368683,-0.142861,0.1412643,0.5962619,0.3074624,0.1402049,0.2054948,-0.553000,0.4843772,-0.742664,0.2540176,-0.039910,1.8989779,-0.000986,0.1285330,1.2882757,0.5730070,-0.338074,0.9624251,0.3597774,0.3011395,1.0074048,-0.491233,-0.127926,-0.987272,-0.384640,-0.493026,-1.065037,0.4073559,-0.093694,0.7407362,0.0096536,-0.386718,0.0028195,0.0315514,1.2932123,-0.378343,0.3746136,0.0041213,-0.247720,-1.289142,-1.279989,-0.612479,1.2983945,-0.205341,-0.474153,-0.170316,0.9456944,-1.155596,0.3195350,0.9412666,-0.787979,-1.166134,0.5300624,-0.459355,-0.100537,-0.750889,-1.286156,0.6335299,0.1317303,1.0489741,-0.922318,-0.540298,-0.574599,-0.549548,-0.935429,-0.372932,0.3100424,-0.115415,0.5106847,-0.289825,0.7865862,-0.476591,-0.100581,0.3934097,0.6839555,-0.126463,0.3042869,1.1075026,0.7340659,0.1654692,-0.186604,0.7304723,-0.136249,-0.621305,-1.411037,0.9246470,-0.214391,-0.282085,0.6506896,-0.634488
Gene663,-0.793692,-0.585213,0.4183355,-1.095178,2.8327718,1.8599600,0.4726488,0.1265865,-0.393815,0.1613873,1.0617628,-0.585154,-0.382996,-0.333783,0.3364956,-0.456865,-0.064690,0.9756376,0.3921898,-0.529343,0.2829774,-0.248903,-1.094876,-0.591585,-1.405119,-0.438647,0.2282019,2.0925719,0.6418076,1.4743497,-0.111814,1.0648767,-0.166459,-0.230786,0.3561595,0.9030352,1.6882478,1.5297338,0.7765831,-1.001165,1.3521579,-0.516347,-0.741038,0.5707497,1.4579010,-2.108152,0.1847659,-0.594979,-1.527864,-1.442286,0.0934215,-0.564307,-0.488122,1.5487829,-0.463230,-0.667032,-0.923259,0.0647088,-0.240206,1.0766008,1.0327631,-0.974824,-1.218362,2.6673809,-0.061987,-1.249144,1.0984582,-1.010755,-0.603779,-1.555125,-0.500546,-0.484586,-1.560227,0.0706385,0.7784392,1.2734423,0.7522151,-0.368174,-0.158721,-0.387381,0.6028412,-0.960803,-1.207978,1.2948339,0.1919791,-0.013116,0.1640362,0.0020273,-0.508378,0.0243850,1.2607817,1.3179614,-0.628429,-1.750140,-1.567307,-0.077976,-0.840315,-0.858492,0.9962667,-0.112145,0.8830603,-0.610998,0.9479394,-0.036006,0.5756988,0.3111637,-1.683721,-1.057174,0.5617984
Gene664,-0.567786,1.4169701,-0.421871,-0.761216,-3.026393,-1.933196,1.0819248,0.6310633,-1.423095,-2.706430,0.1260117,-0.730617,-0.996846,-0.633825,1.0642190,-0.970246,-0.382001,-0.977352,1.1797052,0.5825672,-0.940998,-3.416046,1.2045756,0.5833375,0.6389660,-0.233665,-0.058417,-0.857926,1.1917248,-2.722211,-1.395504,0.3183566,-1.542134,-2.076157,-0.729312,-2.199652,-0.754628,-2.673385,0.0547501,0.9813947,0.9722375,0.3447946,0.3821091,-0.250968,-0.598596,1.9166628,1.0777570,-0.518627,1.1154826,0.1537085,1.6838553,0.9662231,0.1578001,1.4715163,0.5971202,1.3151216,-0.074849,0.3779144,1.2625689,-2.032043,-1.530648,-0.480287,-0.332888,3.0189857,1.3168602,-2.525962,1.2075820,0.8846198,0.5650593,0.3894666,0.1469064,1.4311608,-0.520446,1.6505231,0.8060447,0.5620171,2.5270090,-1.070957,-0.663912,0.3934195,1.1989894,-2.590903,-0.997357,2.4148427,0.2395773,0.5209442,-0.364058,-0.103326,0.7959675,0.5787790,-0.196068,1.3888172,0.1498475,0.4405880,-0.019804,1.8705284,0.7282713,0.2850755,0.8773148,1.4093426,-0.840988,-0.853960,0.8878833,-0.436642,-0.537325,-0.707241,1.2409178,-0.671364,-0.727628
Gene665,0.3695172,0.1325895,0.8660533,-1.393331,-0.124369,0.0868600,-0.027516,-0.177209,-0.338651,0.5766671,0.2926528,2.1518417,1.1375642,2.1441335,1.0960187,0.4367044,0.3093321,0.5449621,-2.222498,0.7708067,-0.879043,0.7255028,-1.472615,-0.558769,0.3020853,-1.697525,0.6070103,-0.334029,1.3787616,-0.176461,-0.899584,-0.907743,0.9660728,0.7817338,-0.662160,-0.248690,1.0588686,1.3491485,0.9973396,-0.586442,0.1435845,-1.725002,-0.466175,0.2882455,1.0699996,-0.731786,-0.696323,-2.037369,-0.872095,1.2123605,-1.055709,-0.592004,-0.368709,-1.174782,0.4037479,-1.166883,0.1262871,-1.011532,-1.321867,0.6220392,0.5189120,-0.445491,0.8230214,0.3536959,2.1651629,-0.486810,2.2173642,-0.505057,-0.506337,0.4889013,1.0654166,0.2529153,-0.084879,-0.409759,0.7597040,0.5607506,-1.241997,-0.194055,-0.406907,0.4849735,0.5062073,0.3830033,0.2017614,0.5565001,0.9742186,0.3354801,-1.071771,-0.833279,-0.985469,-0.746546,0.4214898,0.6228715,-1.092039,0.2310328,0.4998424,-0.875597,-0.769605,-0.336228,-0.964773,-0.004303,0.0445424,0.0428730,-0.300614,1.6091821,0.0078203,-1.398036,0.2334133,0.0212528,0.2556442
Gene666,-0.619105,-0.269120,-0.196547,0.6636018,-0.539234,0.4249583,0.8219883,0.8200003,0.3613272,-0.822295,0.4641629,1.0397348,0.0409409,-0.571780,1.1371283,-0.997130,0.7567500,0.2170628,1.1128288,0.2113157,-0.131575,0.3557639,-1.159879,0.7799505,-0.825177,-0.145686,0.2403117,-0.467357,1.2692347,0.4007729,-1.018104,0.7967537,-0.688508,0.4735073,-0.655380,-0.340368,-0.915767,-0.134839,-0.491297,0.3379355,1.2598559,-0.511040,-0.549046,0.6093560,0.3049644,-0.566572,1.1290651,0.8517569,-0.994388,-0.165121,1.4253315,0.5205111,-1.391293,0.5906891,0.1824704,-0.420503,-0.272221,1.7497389,-0.782472,-0.197301,-0.411692,-0.743343,-0.871714,1.5054033,-0.536310,-0.658382,-0.301906,0.1997618,-0.049353,0.2435670,-1.152537,0.9337061,-0.940140,0.6615361,0.6304526,0.5444912,1.6830803,-0.555132,0.6595538,-1.345220,0.9650567,-0.192938,-1.024580,1.6537596,-1.288674,-0.564312,-1.605642,-0.196812,1.4652588,-0.894556,-0.112617,1.1333444,-0.598516,0.3733183,-0.703428,-0.264585,-1.202290,-0.335911,1.4083873,-0.106946,-1.242075,0.3682886,0.6354712,-0.590035,-0.829394,0.2924536,-0.730515,0.2251110,-0.043087
Gene667,-1.086935,0.1674624,-1.914440,0.3902279,2.2311626,-0.727612,-0.164714,0.1339433,-0.788307,0.2090060,0.8279799,0.2733776,0.6757891,0.1560450,1.4911878,-1.359260,-1.603044,-0.230875,1.1165944,1.2655049,-0.005924,1.0787297,0.3597201,0.1754806,-0.169174,-0.037143,0.2209852,0.5516608,0.5558068,1.2320908,0.8152306,1.0356249,-0.909945,-0.318083,1.0716850,-1.154138,0.6534646,-0.874148,-1.266243,0.2535381,-0.185183,0.6246016,0.3948817,0.9144186,0.9308464,0.2323566,1.9383034,0.2803201,-1.247103,1.1584775,0.5993619,-0.051665,-0.203841,-0.271597,1.3848099,0.6427732,0.5556012,-2.960029,0.1157656,1.0452170,1.1171407,0.4311876,1.5415668,0.1174208,0.3526655,-0.210713,0.6077146,-1.329170,-0.366173,-0.608103,0.5059445,0.5227041,-3.887723,-0.551571,-0.309240,1.2054162,-0.873778,-0.205890,-0.320623,-1.823024,0.5587602,-4.146519,-0.402216,-1.094879,0.6328479,0.2394776,0.1452602,0.6857450,-1.320144,0.9950477,-0.328621,-0.192005,-0.105418,0.9020321,0.4736479,0.1701927,0.4384075,0.7439256,-0.578552,-0.532604,-0.135705,-0.973241,0.5732151,-0.455460,-0.881970,-0.762912,-0.215890,-0.601021,0.0222374
Gene668,0.0245757,-0.022517,0.2344515,-0.701622,0.0851284,0.7273524,0.2275740,0.9889604,-0.348082,0.4599034,-0.277507,-0.915673,-0.421111,-0.428214,-0.030381,-1.266513,-0.760836,-1.199919,0.9919525,0.7654488,1.1622457,0.1636372,0.3935675,-0.142732,-0.202527,0.9966434,0.9529696,1.1138857,0.5311424,0.0389130,0.5442407,0.3541841,-0.283757,-0.478927,-0.073414,-0.224553,0.3177442,-0.237640,-0.013660,-1.217958,0.1829971,0.2536297,0.4073580,0.3043849,0.2814043,0.5236791,1.4946234,-0.335435,-0.410811,-0.031540,0.7173619,0.4871268,0.0449583,-0.232326,0.1130594,0.3504535,-0.067822,-0.663865,0.0325462,-0.699136,-0.020261,0.1461370,0.1010000,0.1827286,0.7557121,0.2199913,-0.928691,0.1718961,-1.595216,0.5945355,-0.255105,-0.002385,0.2889019,-0.179120,0.2943942,0.7880373,0.8496748,0.6094725,0.2916605,-1.188078,0.2733048,-1.525992,0.0465324,-0.703220,0.7503365,-0.407650,-0.355410,-0.629808,0.6238545,-0.423409,0.7328525,1.0758400,-0.239224,0.0363212,-0.127356,0.3481953,-0.603983,-0.278848,-0.925336,0.1377997,-0.714089,0.1014243,-1.462121,-0.648876,0.3769745,-0.101662,-0.639884,-0.589582,0.1681251
Gene669,0.4633336,-0.870088,-1.201923,-0.794985,-1.435087,0.7936869,0.8689660,0.2284723,0.4424457,1.6168945,-0.151484,-1.078234,0.2413752,0.8070323,0.1134008,-0.725584,0.7740358,-0.453531,-2.822492,-2.907427,-2.505804,1.5938082,-1.125342,-0.508160,-0.345068,0.6418743,1.9767567,-0.373502,-1.401326,-1.690761,-2.187493,-1.112791,0.6774304,-1.917656,-1.855358,-0.614834,-2.099708,1.4462303,0.0208882,-0.756489,0.9531743,-0.455508,-1.702674,-0.439655,1.6295768,1.2055307,-3.019558,0.3007326,0.8430669,-1.044988,2.1554253,-0.531745,1.9002299,-0.107132,-0.338673,0.1306243,-0.221094,1.3426051,-0.411095,0.9542278,0.1545836,-0.365277,0.1005390,0.2808603,0.0911964,-0.603975,0.2442544,0.2903942,-2.517895,-1.200602,-0.580010,0.4608584,0.1802413,-0.110650,0.4868258,-0.463247,-0.548872,-0.702001,0.7705535,1.3427757,1.4478683,1.6386418,-0.959701,0.7468703,-0.649349,-0.283559,1.5751151,-0.509086,0.5830621,0.9910948,1.0678198,0.8113870,0.6525333,0.7585003,1.6144339,0.6463213,0.4872955,1.4766591,0.7325435,-0.127536,-0.597997,1.9890270,1.0585486,2.6731819,-1.454369,0.7523070,0.9120912,-1.053879,0.7950696
Gene670,-1.301645,1.7920264,-0.462233,1.0148587,-1.438035,-1.583380,0.1458952,1.1072361,0.6363792,-0.460922,0.2816092,0.9858359,-0.203735,-0.089694,1.3823313,-0.697503,0.3917175,0.9058005,-0.778743,0.4515338,-0.982945,-1.196957,0.4401806,0.2884120,0.0859149,-1.009282,-0.176195,-0.161586,-0.336354,0.7089631,-3.161564,-1.050331,-0.654266,-1.193550,-0.910368,-1.252886,0.3469175,-2.930169,-0.333085,0.6003695,-1.679785,0.6822622,-0.335904,-0.178679,-0.558729,0.7781276,0.2861387,0.4312433,0.2200571,0.4546107,0.3607202,-0.279775,-0.078599,-1.896109,0.3040394,-0.279830,0.2837556,1.6982920,1.3831579,-0.068675,-0.051723,-0.714850,0.5229082,-0.130748,0.4501693,-0.792055,2.5953041,0.9771448,-0.318514,0.6220460,0.4024596,0.6247616,-0.233493,0.8096281,-0.985224,-0.267503,0.3109760,-0.026832,0.3999586,0.6842676,0.0491474,-0.381059,0.9437994,1.7551210,-1.751940,-0.294251,0.2199869,1.1216912,1.8371840,0.1682784,-2.366123,0.5237464,-0.163881,0.2251243,0.5798450,0.5784259,0.3973643,-0.771953,0.4333141,-0.660345,-0.675323,-0.660000,0.5805196,1.2038910,0.3675090,-0.685051,1.9228209,-0.060777,-0.042597
Gene671,0.2968362,-1.019783,0.0634159,-0.774866,-2.087573,-0.065513,0.0259010,0.5925137,0.4662185,-1.317908,-0.201777,0.0217884,-0.706384,-0.768926,-0.058021,0.2872356,0.2946506,-1.152523,-2.009669,-2.073981,-0.812965,-0.157931,-0.794545,1.2329582,-0.882404,1.1060059,0.0327424,0.1727569,0.6410985,0.2600186,0.2898646,-0.393015,-0.077021,-0.228665,0.4747949,0.1045711,0.2524071,0.7470322,-0.260200,-0.246462,0.4607445,0.3458739,-0.571651,-0.191678,0.2799023,-0.812370,0.9700602,1.5101415,-0.134326,0.7279363,0.6156745,-1.536191,0.3685666,-0.438401,-0.706823,-0.149943,0.6950519,1.4392675,0.0086283,-0.464149,0.1051236,-0.584822,-0.772426,-0.607402,-0.340037,-0.055546,-0.778250,0.1680579,-1.832749,0.8604388,-1.805449,0.3774752,0.3085399,0.6297666,-0.521008,-0.629586,1.0489471,-0.300272,0.8770811,0.4916525,1.0706563,0.4736971,-0.245332,0.5710327,0.4196381,-1.199068,-0.298636,-0.818056,0.4843626,-0.509731,0.0739937,0.6736643,0.7785483,0.2467835,-0.363397,0.3494702,0.8387929,1.0050326,2.3267663,0.0734971,-0.830555,0.3614961,0.4120491,0.5150155,0.4932428,1.3320562,1.1551505,0.6205809,-0.339261
